Epico,Historia,Titulo Historia,Data-Lake,Chave,Titulo,Status,Data Criacao,Data Atualizacao,Quantidade Subtarefas,Categoria_Analise
BF3E4-19,BF3E4-1518,[FINANCE - 48] Entidade: TPC Integração AWS/Azure via DataStage - Parte 1 - TAMANHO: G,FINANCE,BF3E4-1521,1.2 DataStage: DTLFinance_SAP_zrfi_if_br_01_442_Seq | HTTP Operator,Open,2026-03-06T19:19:04.287-0300,2026-03-18T15:05:05.042-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1518,[FINANCE - 48] Entidade: TPC Integração AWS/Azure via DataStage - Parte 1 - TAMANHO: G,FINANCE,BF3E4-1520,"1.1 BranchPythonOperator: valida_arquivo | Verifica se contém '_TMP_', se sim finaliza",Open,2026-03-06T19:19:02.727-0300,2026-03-18T15:05:03.820-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1518,[FINANCE - 48] Entidade: TPC Integração AWS/Azure via DataStage - Parte 1 - TAMANHO: G,FINANCE,BF3E4-1519,[1] DAG - data-lake-finance-tpc_integracao_aws_azure,Open,2026-03-06T19:19:01.212-0300,2026-03-06T19:19:01.352-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,FINANCE,BF3E4-1517,[QA] Testes / Data Quality,Open,2026-03-06T19:18:52.409-0300,2026-03-06T19:18:52.560-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,FINANCE,BF3E4-1513,"3.3 Cloud Function: fn_atualiza_relatorio_powerbi | HTTP Operator, refresh Power BI dashboard",Open,2026-03-06T19:18:46.177-0300,2026-03-18T15:04:50.185-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,FINANCE,BF3E4-1512,3.2 AnaliseFiscal.tb_conciliacao_retidos_federais_razao | Carga via BigQuery - Carga: TRUNCATE+INSERT,Open,2026-03-06T19:18:44.414-0300,2026-03-18T15:04:49.519-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,FINANCE,BF3E4-1511,"3.1 Cloud Function: fn_qry_conciliacao_retidos_federais_razao | Carga via Cloud Function, template fn_qry_trunc_part_bgq, file scripts/query/tb_conciliacao_retidos_federais_razao.sql",Open,2026-03-06T19:18:42.735-0300,2026-03-18T15:04:48.851-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,FINANCE,BF3E4-1510,[3] DAG - data-lake-finance-conciliacao_retidos_federais,Open,2026-03-06T19:18:40.550-0300,2026-03-18T15:04:48.090-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,FINANCE,BF3E4-1508,2.3 Analytics_AnaliseCustoMaterial.tb_eforms_nf_entrada | Carga via BigQuery - Carga: INSERT,Open,2026-03-06T19:18:37.350-0300,2026-03-18T15:04:47.324-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,FINANCE,BF3E4-1507,2.2 BigQueryExecuteQueryOperator: truncate_table | TRUNCATE TABLE Analytics_AnaliseCustoMaterial.tb_eforms_nf_entrada,Open,2026-03-06T19:18:35.935-0300,2026-03-18T15:04:46.561-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,FINANCE,BF3E4-1506,2.1 BranchPythonOperator: valida_ultimo_dia_util_mes | Verifica é o último dia útil do mês,Open,2026-03-06T19:18:34.471-0300,2026-03-18T15:04:45.713-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,FINANCE,BF3E4-1505,[2] DAG - data-lake-finance-carga_customaterial_nf_entrada,Open,2026-03-06T19:18:32.864-0300,2026-03-18T15:04:44.658-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,FINANCE,BF3E4-1504,1.1 AnaliseFiscal.tb_tax_nf_head | Carga via BigQuery - Carga: MERGE,Open,2026-03-06T19:18:31.269-0300,2026-03-18T15:04:34.711-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,FINANCE,BF3E4-1503,[1] DAG - data-lake-finance-carga_tax_nf_head,Open,2026-03-06T19:18:29.679-0300,2026-03-18T15:04:33.905-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-6185,4.2 AnaliseFiscal.tb_analise_malha_fina_componentes_historico,Open,2026-03-18T15:04:11.111-0300,2026-03-18T15:04:11.306-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-6184,4.1 Cloud Function: fn_qry_analise_malha_fina_componentes_historico,Open,2026-03-18T15:04:09.458-0300,2026-03-18T15:04:09.698-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-6183,4.1 BranchPythonOperator: valida_dia_util_mes,Open,2026-03-18T15:04:07.556-0300,2026-03-18T15:04:07.755-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-6182,[4] DAG - data_lake_finance_analise_malha_fina_componentes_historico,Open,2026-03-18T15:04:06.292-0300,2026-03-18T15:04:06.494-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-6181,2.4 Cloud Function: fn_atualiza_relatorio_powerbi,Open,2026-03-18T15:04:02.465-0300,2026-03-18T15:04:02.665-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-6180,2.2 Cloud Function: fn_qry_trunc_apuracao_ibs_cbs/fn_qry_trunc_apuracao_ibs_cbs_diario  (dia 5 / dia 20),Open,2026-03-18T15:03:45.242-0300,2026-03-18T15:03:45.447-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-6179,1.4 Cloud Function: fn_qry_trunc_divergencia_apuracao_rota_20_30/fn_qry_trunc_divergencia_apuracao_diaria_rota_20_30 (até 5º dia útil / demais dias),Open,2026-03-18T15:03:41.553-0300,2026-03-18T15:03:41.705-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-6178,1.2 Cloud Function: fn_qry_trunc_ganho_reducao_ipi_rota_20_30/fn_qry_trunc_ganho_reducao_diario_ipi_rota_20_30 (até 5º dia útil / demais dias),Open,2026-03-18T15:03:39.747-0300,2026-03-18T15:03:39.897-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-6177,4.4 vw_tax_alimentacao_transporte_funcionario_rubi (mesma query de criação que vw_rubi_tax_alimentacao_transporte_funcionario),Open,2026-03-18T15:03:24.254-0300,2026-03-18T15:03:24.452-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-6176,3.5 Cloud Function: fn_atualiza_relatorio_powerbi,Open,2026-03-18T15:03:19.901-0300,2026-03-18T15:03:20.078-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-6175,3.4 RecuperacaoFiscal.tb_recuperacao_alimentacao_transporte,Open,2026-03-18T15:03:18.699-0300,2026-03-18T15:03:18.832-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1419,[FINANCE - 43] Entidade: Recuperação Fiscal - Frete - TAMANHO: G,FINANCE,BF3E4-6174,1.5 Cloud Function: atualiza_powerBI,Open,2026-03-18T15:02:42.813-0300,2026-03-18T15:02:43.002-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1501,[QA] Testes / Data Quality,Open,2026-03-06T19:18:20.924-0300,2026-03-06T19:18:21.085-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1499,3.3 vw_vinculacao_nfe_cte_transferencia,Open,2026-03-06T19:18:17.695-0300,2026-03-18T15:04:05.466-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1498,3.2 vw_vinculacao_nfe_cte_saida,Open,2026-03-06T19:18:16.161-0300,2026-03-18T15:04:04.882-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1497,3.1 vw_vinculacao_nfe_cte_entrada,Open,2026-03-06T19:18:14.516-0300,2026-03-18T15:04:04.247-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1496,[3] Views Analíticas,Open,2026-03-06T19:18:13.011-0300,2026-03-18T15:04:03.589-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1495,"2.3 Cloud Function: fn_atualiza_relatorio_powerbi | HTTP Operator, refresh dashboards Power BI",Open,2026-03-06T19:18:11.363-0300,2026-03-18T15:04:01.643-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1494,2.2 AnaliseFiscal.tb_vinculacao_nfe_cte_saida | Carga via BigQuery - Carga: TRUNCATE+INSERT,Open,2026-03-06T19:18:09.852-0300,2026-03-18T15:04:00.935-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1493,"2.1 Cloud Function: fn_qry_trunc_vinculacao_nfe_cte_saida | HTTP Operator, query BigQuery template fn_qry_bgq, file scripts/query/tb_vinculacao_nfe_cte_saida.sql",Open,2026-03-06T19:18:08.344-0300,2026-03-18T15:04:00.209-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1492,[2] DAG - data_lake_finance_vinculacao_nfe_cte_saida,Open,2026-03-06T19:18:06.753-0300,2026-03-18T15:03:59.436-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1487,"1.3 Cloud Function: fn_qry_trunc_vinculacao_nfe_cte_transferencia | HTTP Operator, query BigQuery template fn_qry_bgq, file scripts/query/tb_vinculacao_nfe_cte_transferencia.sql",Open,2026-03-06T19:17:59.053-0300,2026-03-18T15:03:58.680-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1486,1.2 AnaliseFiscal.tb_vinculacao_nfe_cte_entrada | Carga via BigQuery - Carga: TRUNCATE+INSERT,Open,2026-03-06T19:17:57.232-0300,2026-03-18T15:03:57.985-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1485,"1.1 Cloud Function: fn_qry_trunc_vinculacao_nfe_cte_entrada | HTTP Operator, query BigQuery template fn_qry_bgq, file scripts/query/tb_vinculacao_nfe_cte_entrada.sql",Open,2026-03-06T19:17:55.649-0300,2026-03-18T15:03:57.306-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,FINANCE,BF3E4-1484,[1] DAG - data_lake_finance_vinculacao_nfe_cte_entrada,Open,2026-03-06T19:17:54.014-0300,2026-03-18T15:03:56.608-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1482,[QA] Testes / Data Quality,Open,2026-03-06T19:17:44.992-0300,2026-03-06T19:17:45.192-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1481,4.4 vw_analise_divergencia_apuracao_rota_2030,Open,2026-03-06T19:17:43.254-0300,2026-03-06T19:17:43.468-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1480,4.3 vw_apuracao_retidos,Open,2026-03-06T19:17:41.566-0300,2026-03-06T19:17:41.756-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1479,4.2 vw_apuracao_ibs_cbs,Open,2026-03-06T19:17:39.887-0300,2026-03-06T19:17:40.069-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1478,4.1 vw_ganho_reducao_ipi_rota_20_30,Open,2026-03-06T19:17:38.265-0300,2026-03-06T19:17:38.420-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1477,[4] Views Analíticas,Open,2026-03-06T19:17:36.634-0300,2026-03-06T19:17:36.792-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1476,3.2 AnaliseFiscal.tb_apuracao_retidos | Carga via BigQuery - Carga: TRUNCATE+INSERT,Open,2026-03-06T19:17:35.177-0300,2026-03-18T15:03:49.032-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1475,"3.1 Cloud Function: fn_qry_trunc_apuracao_retidos | HTTP Operator, query BigQuery template fn_qry_bgq, file scripts/query/tb_apuracao_retidos.sql",Open,2026-03-06T19:17:33.717-0300,2026-03-18T15:03:48.350-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1474,[3] DAG - data-lake-finance-carga_apuracao_retidos,Open,2026-03-06T19:17:32.299-0300,2026-03-06T19:17:32.456-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1473,"2.4 Cloud Function: fn_atualiza_relatorio_powerbi | HTTP Operator, refresh Power BI",Open,2026-03-06T19:17:30.647-0300,2026-03-18T15:03:47.141-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1472,2.3 AnaliseFiscal.tb_apuracao_ibs_cbs | Carga via BigQuery - Carga: TRUNCATE+INSERT,Open,2026-03-06T19:17:29.159-0300,2026-03-18T15:03:46.426-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1471,2.1 BranchPythonOperator: valida_dia_util_mes | Verifica o dia útil do mês,Open,2026-03-06T19:17:26.509-0300,2026-03-18T15:03:44.350-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1470,[2] DAG - data-lake-finance-carga_analise_apuracao_ibs_cbs,Open,2026-03-06T19:17:21.224-0300,2026-03-06T19:17:25.160-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1469,"1.6 Cloud Function: fn_atualiza_relatorio_powerbi | HTTP Operator, refresh Power BI",Open,2026-03-06T19:17:19.763-0300,2026-03-18T15:03:43.163-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1468,1.5 AnaliseFiscal.tb_analise_divergencia_apuracao_rota_2030 | Carga via BigQuery - Carga: TRUNCATE+INSERT,Open,2026-03-06T19:17:18.332-0300,2026-03-18T15:03:42.501-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1467,1.3 AnaliseFiscal.tb_ganho_reducao_ipi_rota_20_30 | Carga via BigQuery - Carga: TRUNCATE+INSERT,Open,2026-03-06T19:17:15.905-0300,2026-03-18T15:03:40.780-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1466,1.1 BranchPythonOperator: valida_dia_util_mes | Verifica o dia útil do mês,Open,2026-03-06T19:17:13.598-0300,2026-03-18T15:03:38.788-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,FINANCE,BF3E4-1465,[1] DAG - data-lake-finance-carga_analise_ipi_antigo_rota_2030,Open,2026-03-06T19:17:12.065-0300,2026-03-06T19:17:12.217-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1463,[QA] Testes / Data Quality,Open,2026-03-06T19:17:02.467-0300,2026-03-06T19:17:02.655-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1458,"4.3 Cloud Function: fn_atualiza_relatorio_powerbi | HTTP Operator, refresh Power BI",Open,2026-03-06T19:16:54.301-0300,2026-03-18T15:03:23.328-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1457,4.2 AnaliseFiscal.tb_analise_malha_fina_componentes_historico | Carga via BigQuery - Carga: TRUNCATE+INSERT (particionado),Open,2026-03-06T19:16:52.292-0300,2026-03-18T15:03:22.724-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1456,"4.1 Cloud Function: fn_qry_analise_malha_fina_componentes_historico | HTTP Operator, query BigQuery template fn_qry_analise_malha_fina_historico, file scripts/query/tb_analise_malha_fina_componentes_historico.sql",Open,2026-03-06T19:16:50.629-0300,2026-03-18T15:03:21.923-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1454,[4] DAG - data_lake_finance_analise_malha_fina_componentes_historico,Open,2026-03-06T19:16:47.626-0300,2026-03-18T15:03:21.078-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1453,"3.3 Cloud Function: fn_atualiza_relatorio_powerbi | HTTP Operator, refresh Power BI",Open,2026-03-06T19:16:46.180-0300,2026-03-18T15:03:17.969-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1452,3.2 AnaliseFiscal.tb_analise_malha_fina_componentes | Carga via BigQuery - Carga: TRUNCATE+INSERT,Open,2026-03-06T19:16:44.642-0300,2026-03-18T15:03:17.276-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1451,"3.1 Cloud Function: fn_qry_trunc_analise_malha_fina_componentes | HTTP Operator, query BigQuery template fn_qry_bgq, file scripts/query/tb_analise_malha_fina_componentes.sql",Open,2026-03-06T19:16:43.212-0300,2026-03-18T15:03:16.455-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1450,[3] DAG - data_lake_finance_analise_malha_fina_componentes_diario,Open,2026-03-06T19:16:41.734-0300,2026-03-18T15:03:15.700-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1449,"2.4 Cloud Function: fn_atualiza_relatorio_powerbi | HTTP Operator, refresh Power BI",Open,2026-03-06T19:16:40.180-0300,2026-03-18T15:03:15.001-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1448,2.3 AnaliseFiscal.tb_analise_malha_fina_historico | Carga via BigQuery - Carga: TRUNCATE+INSERT,Open,2026-03-06T19:16:38.494-0300,2026-03-18T15:03:14.292-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1447,"2.2 Cloud Function: fn_qry_analise_malha_fina_historico | HTTP Operator, query BigQuery, file scripts/query/tb_analise_malha_fina_historico.sql",Open,2026-03-06T19:16:36.919-0300,2026-03-18T15:03:13.617-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1446,2.1 BranchPythonOperator: valida_dia_util_mes | Verifica se está no 2º dia útil do mês,Open,2026-03-06T19:16:35.384-0300,2026-03-18T15:03:12.948-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1445,[2] DAG - data-lake-finance_analise_malha_fina_historico,Open,2026-03-06T19:16:33.792-0300,2026-03-18T15:03:12.241-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1444,"1.3 Cloud Function: fn_atualiza_relatorio_powerbi | HTTP Operator, refresh Power BI",Open,2026-03-06T19:16:32.373-0300,2026-03-18T15:03:11.114-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1443,1.2 AnaliseFiscal.tb_analise_malha_fina | Carga via BigQuery - Carga: TRUNCATE+INSERT,Open,2026-03-06T19:16:30.940-0300,2026-03-18T15:03:10.462-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1442,"1.1 Cloud Function: fn_qry_trunc_analise_malha_fina | HTTP Operator, query BigQuery template fn_qry_bgq, file scripts/query/tb_analise_malha_fina.sql",Open,2026-03-06T19:16:29.382-0300,2026-03-18T15:03:09.824-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,FINANCE,BF3E4-1441,[1] DAG - data_lake_finance_analise_malha_fina_diario,Open,2026-03-06T19:16:27.855-0300,2026-03-18T15:03:09.173-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1419,[FINANCE - 43] Entidade: Recuperação Fiscal - Frete - TAMANHO: G,FINANCE,BF3E4-1439,[QA] Testes / Data Quality,Open,2026-03-06T19:16:17.475-0300,2026-03-06T19:16:17.676-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1419,[FINANCE - 43] Entidade: Recuperação Fiscal - Frete - TAMANHO: G,FINANCE,BF3E4-1429,"2.4 Cloud Function: fn_atualiza_relatorio_powerbi | HTTP Operator, refresh Power BI",Open,2026-03-06T19:15:59.984-0300,2026-03-18T15:02:47.852-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1419,[FINANCE - 43] Entidade: Recuperação Fiscal - Frete - TAMANHO: G,FINANCE,BF3E4-1428,2.3 AnaliseFiscalArgentina.tb_classificacao_outros_ingressos | Carga via BigQuery - Carga: TRUNCATE+INSERT,Open,2026-03-06T19:15:58.007-0300,2026-03-18T15:02:46.786-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1419,[FINANCE - 43] Entidade: Recuperação Fiscal - Frete - TAMANHO: G,FINANCE,BF3E4-1427,"2.2 Cloud Function: fn_qry_trunc_bgq_classificacao_outros_ingressos | HTTP Operator, query BigQuery template fn_qry_trunc_bgq, file scripts/query/tb_classificacao_outros_ingressos.sql",Open,2026-03-06T19:15:56.170-0300,2026-03-18T15:02:45.481-0300,0,Desenvolvimento/Outros
BF3E4-19,BF3E4-1419,[FINANCE - 43] Entidade: Recuperação Fiscal - Frete - TAMANHO: G,FINANCE,BF3E4-1426,2.1 BranchPythonOperator: valida_primeiro_dia_util_mes | Verifica se está no 1º dia útil do mês,Open,2026-03-06T19:15:54.733-0300,2026-03-18T15:02:44.809-0300,0,Desenvolvimento/Outros
